City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
466,Awjilah,LY,2020-04-19 20:01:26,29.11,21.29,72.12,22,35,5.32,scattered clouds,0.0,0.0
467,Pudozh,RU,2020-04-19 20:01:26,61.81,36.53,30.7,98,84,2.95,broken clouds,0.0,0.0
468,Arman,RU,2020-04-19 20:00:53,59.7,150.17,4.1,84,0,8.34,clear sky,0.0,0.0
469,Mihara,JP,2020-04-19 20:01:27,34.4,133.08,55.99,94,95,1.77,light rain,1.33,0.0
470,Ta Khmau,KH,2020-04-19 20:01:27,11.48,104.95,84.2,74,40,9.17,scattered clouds,0.0,0.0
471,Iracoubo,GF,2020-04-19 20:01:27,5.48,-53.2,80.08,82,99,13.49,light rain,2.15,0.0
472,El Puerto De Santa Maria,ES,2020-04-19 20:01:27,36.59,-6.23,64.99,77,0,13.87,clear sky,0.0,0.0
473,Pedernales,DO,2020-04-19 20:01:27,18.04,-71.74,86.11,50,15,6.82,few clouds,0.0,0.0
474,Nakhon Ratchasima,TH,2020-04-19 20:01:28,14.97,102.1,79.68,74,85,4.92,overcast clouds,0.0,0.0
475,Sokoto,NG,2020-04-19 20:01:28,13.06,5.24,90.3,19,65,2.93,broken clouds,0.0,0.0
476,Suclayin,PH,2020-04-19 20:01:29,15.76,121.55,77.58,79,83,0.83,broken clouds,0.0,0.0
477,Gezing,AT,2020-04-19 20:01:29,47.92,13.13,55.4,71,75,12.75,broken clouds,0.0,0.0
478,Miri,MY,2020-04-19 20:01:29,4.41,114.01,78.8,100,75,3.27,broken clouds,0.0,0.0
479,Ostrovnoy,RU,2020-04-19 20:01:30,68.05,39.51,27.81,95,92,8.9,overcast clouds,0.0,0.0
480,Neuquen,AR,2020-04-19 20:01:30,-38.95,-68.06,75.2,29,98,10.18,overcast clouds,0.0,0.0
481,Namibe,AO,2020-04-19 20:01:30,-15.2,12.15,75.06,63,5,7.07,light rain,0.22,0.0
482,Ambilobe,MG,2020-04-19 20:01:31,-13.2,49.05,73.31,88,41,4.29,scattered clouds,0.0,0.0
483,Cayenne,GF,2020-04-19 20:01:31,4.93,-52.33,84.2,74,20,11.41,few clouds,0.0,0.0
484,Melilla,ES,2020-04-19 20:01:31,35.29,-2.94,64.4,68,62,19.46,broken clouds,0.0,0.0
485,Santa Catarina De Tepehuanes,MX,2020-04-19 20:01:31,25.35,-105.73,80.78,8,62,21.09,broken clouds,0.0,0.0
486,Aloleng,PH,2020-04-19 20:01:31,16.13,119.78,81.41,79,100,5.46,overcast clouds,0.0,0.0
487,Khandyga,RU,2020-04-19 20:01:32,62.67,135.6,1.49,87,0,3.24,clear sky,0.0,0.0
488,Mormugao,IN,2020-04-19 20:01:32,15.4,73.8,80.73,85,65,0.31,broken clouds,0.0,0.0
489,Bereda,ES,2020-04-19 20:01:32,43.27,-7.54,53.01,91,43,7.0,scattered clouds,0.0,0.0
490,Wewak,PG,2020-04-19 20:01:32,-3.55,143.63,80.2,79,78,0.16,broken clouds,0.0,0.0
491,Bakel,SN,2020-04-19 20:01:32,14.9,-12.46,91.69,13,59,10.87,broken clouds,0.0,0.0
492,Kandalaksha,RU,2020-04-19 20:01:32,67.16,32.41,32.34,95,89,6.4,overcast clouds,0.0,0.0
493,Kamenka,RU,2020-04-19 20:01:33,51.32,42.77,36.0,76,36,4.99,scattered clouds,0.0,0.0
494,Bakaly,RU,2020-04-19 20:01:33,55.18,53.8,39.58,68,50,2.77,scattered clouds,0.0,0.0
495,Chokurdakh,RU,2020-04-19 20:00:43,70.63,147.92,6.67,94,94,10.47,overcast clouds,0.0,0.0
496,Lac Du Bonnet,CA,2020-04-19 20:01:33,50.25,-96.06,45.0,42,100,13.0,overcast clouds,0.0,0.0
497,Santa Isabel,BR,2020-04-19 20:01:07,-23.32,-46.22,75.2,64,40,9.17,scattered clouds,0.0,0.0
498,Wokha,IN,2020-04-19 20:01:34,26.1,94.27,51.3,70,25,1.77,light rain,0.74,0.0
499,Fershampenuaz,RU,2020-04-19 20:01:34,53.52,59.81,41.07,64,76,3.47,broken clouds,0.0,0.0
500,Kedrovyy,RU,2020-04-19 20:01:35,56.17,91.82,32.0,72,0,6.71,clear sky,0.0,0.0
501,Sao Desiderio,BR,2020-04-19 20:01:35,-12.36,-44.97,74.16,77,62,3.96,light rain,1.54,0.0
502,Eidfjord,NO,2020-04-19 20:01:35,60.47,7.07,40.12,66,0,3.53,clear sky,0.0,0.0
503,Bizhbulyak,RU,2020-04-19 20:01:36,53.7,54.26,39.7,66,97,4.07,overcast clouds,0.0,0.0
504,Tanuma,JP,2020-04-19 20:01:36,36.37,139.58,48.99,90,100,4.0,light rain,0.41,0.0
505,Otjiwarongo,NA,2020-04-19 20:01:36,-20.46,16.65,69.8,56,3,2.24,clear sky,0.0,0.0
506,Sassandra,CI,2020-04-19 20:01:36,4.95,-6.08,81.16,86,95,7.2,overcast clouds,0.0,0.0
507,Kashi,CN,2020-04-19 20:01:36,39.45,75.98,53.6,71,75,8.95,broken clouds,0.0,0.0
508,Eirunepe,BR,2020-04-19 20:01:37,-6.66,-69.87,87.55,47,52,3.0,broken clouds,0.0,0.0
509,Freeport,US,2020-04-19 20:00:01,40.66,-73.58,57.99,54,1,24.16,clear sky,0.0,0.0
510,Caldwell,US,2020-04-19 20:01:38,43.66,-116.69,64.4,33,1,12.75,clear sky,0.0,0.0
511,Orebro,SE,2020-04-19 20:01:39,59.27,15.21,50.0,66,81,5.82,broken clouds,0.0,0.0
512,Abbeville,FR,2020-04-19 20:01:39,50.1,1.83,54.0,71,76,9.17,broken clouds,0.0,0.0
513,Seidu,SL,2020-04-19 20:01:40,9.02,-10.6,77.36,59,58,4.0,broken clouds,0.0,0.0
514,Carbonia,IT,2020-04-19 20:01:40,39.17,8.52,64.99,88,75,6.93,broken clouds,0.0,0.0
515,Sorland,NO,2020-04-19 19:57:45,67.67,12.69,40.42,92,100,17.22,overcast clouds,0.0,0.0
516,Lata,PT,2020-04-19 20:01:40,40.16,-8.33,59.0,80,21,3.0,few clouds,0.0,0.0
517,Sibu,MY,2020-04-19 20:01:40,2.3,111.82,78.8,94,75,0.6,broken clouds,0.0,0.0
518,Shimoda,JP,2020-04-19 20:01:40,34.67,138.95,50.0,92,100,1.99,light rain,1.36,0.0
519,Ust-Karsk,RU,2020-04-19 20:01:41,52.7,118.81,18.55,80,75,9.93,broken clouds,0.0,0.0
520,Contesti,RO,2020-04-19 20:01:41,43.8,25.48,60.01,70,70,1.01,light rain,0.77,0.0
521,Bria,CF,2020-04-19 20:01:41,6.54,21.99,77.49,58,99,7.61,overcast clouds,0.0,0.0
522,Saurimo,AO,2020-04-19 20:01:41,-9.66,20.39,66.69,70,100,1.32,moderate rain,4.19,0.0
523,Burrel,AL,2020-04-19 20:01:42,41.61,20.01,60.8,77,75,1.12,broken clouds,0.0,0.0
524,Yenagoa,NG,2020-04-19 20:01:30,4.92,6.26,75.85,90,100,2.26,overcast clouds,0.0,0.0
525,Saint-Leu,RE,2020-04-19 20:01:46,-21.15,55.28,77.0,73,20,16.11,few clouds,0.0,0.0
526,Peleduy,RU,2020-04-19 20:01:46,59.63,112.74,13.12,92,52,1.9,broken clouds,0.0,0.0
527,Adrar,MR,2020-04-19 20:01:46,20.5,-10.07,79.21,16,0,7.43,clear sky,0.0,0.0
528,Mitsamiouli,KM,2020-04-19 20:01:47,-11.38,43.28,83.07,74,79,17.81,broken clouds,0.0,0.0
529,Mainit,PH,2020-04-19 20:01:47,9.54,125.52,78.44,80,100,4.0,light rain,0.16,0.0
530,Udachnyy,RU,2020-04-19 20:01:48,66.42,112.4,19.4,44,0,4.47,clear sky,0.0,0.0
531,Kavieng,PG,2020-04-19 20:01:48,-2.57,150.8,83.5,71,49,3.67,scattered clouds,0.0,0.0
532,Talnakh,RU,2020-04-19 20:01:48,69.49,88.4,39.2,69,100,29.08,overcast clouds,0.0,0.0
533,Cuamba,MZ,2020-04-19 20:01:48,-14.8,36.54,66.2,76,1,6.73,clear sky,0.0,0.0
534,Aswan,EG,2020-04-19 19:57:47,24.09,32.91,74.32,25,0,10.96,clear sky,0.0,0.0
535,Najran,SA,2020-04-19 20:01:49,17.49,44.13,75.2,57,40,4.7,scattered clouds,0.0,0.0
536,Kurchum,KZ,2020-04-19 20:01:49,48.57,83.65,46.69,46,0,7.72,clear sky,0.0,0.0
537,Tokmak,UA,2020-04-19 20:01:49,47.25,35.71,49.51,68,100,3.69,overcast clouds,0.0,0.0
538,Santa Cruz,BO,2020-04-19 20:00:03,-17.8,-63.17,93.2,30,20,2.24,few clouds,0.0,0.0
539,Pundaguitan,PH,2020-04-19 20:01:49,6.37,126.17,82.11,80,99,9.8,light rain,0.18,0.0
540,Dingle,PH,2020-04-19 20:01:50,11.0,122.67,79.23,86,78,9.95,light rain,0.27,0.0
541,Straumen,NO,2020-04-19 20:01:50,63.87,11.3,46.4,70,40,11.41,scattered clouds,0.0,0.0
542,Kolokani,ML,2020-04-19 20:01:50,13.57,-8.03,94.39,22,45,6.96,scattered clouds,0.0,0.0
543,Rio Gallegos,AR,2020-04-19 20:01:50,-51.62,-69.22,50.0,66,40,35.57,scattered clouds,0.0,0.0
544,Te Anau,NZ,2020-04-19 20:01:50,-45.42,167.72,47.3,64,53,6.08,broken clouds,0.0,0.0
545,Mpulungu,ZM,2020-04-19 20:01:51,-8.76,31.11,72.77,58,43,8.95,light rain,1.06,0.0
546,Yeppoon,AU,2020-04-19 20:01:51,-23.13,150.73,71.6,94,75,5.82,broken clouds,0.0,0.0
547,Victoria Point,AU,2020-04-19 20:01:51,-27.58,153.3,63.0,71,0,9.73,clear sky,0.0,0.0
548,Havoysund,NO,2020-04-19 20:01:51,71.0,24.66,39.2,86,75,20.8,broken clouds,0.0,0.0
549,Mount Vernon,US,2020-04-19 20:00:24,40.91,-73.84,64.0,29,20,18.34,few clouds,0.0,0.0
550,Novobirilyussy,RU,2020-04-19 20:01:52,56.95,90.67,35.24,70,0,10.04,clear sky,0.0,0.0
551,Marystown,CA,2020-04-19 20:01:05,47.17,-55.15,37.63,94,100,30.06,moderate rain,9.37,0.0
552,Ouesso,CG,2020-04-19 20:01:52,1.61,16.05,72.93,86,77,1.41,broken clouds,0.0,0.0
553,Ewa Beach,US,2020-04-19 20:01:53,21.32,-158.01,78.8,65,40,4.7,scattered clouds,0.0,0.0
554,Ubinskoye,RU,2020-04-19 20:01:53,55.31,79.68,44.38,69,49,5.06,scattered clouds,0.0,0.0
555,Skala,PL,2020-04-19 20:01:53,50.23,19.85,44.6,33,0,6.93,clear sky,0.0,0.0
556,Haverfordwest,GB,2020-04-19 20:01:53,51.8,-4.97,55.4,66,70,3.36,broken clouds,0.0,0.0
557,Pochutla,MX,2020-04-19 20:01:54,15.74,-96.47,91.99,49,5,23.04,clear sky,0.0,0.0
558,Acarau,BR,2020-04-19 20:01:54,-2.89,-40.12,78.73,85,20,5.23,light rain,1.39,0.0
559,Abalak,RU,2020-04-19 20:01:43,58.13,68.59,37.62,76,81,3.67,broken clouds,0.0,0.0
560,Yining,CN,2020-04-19 20:01:54,29.04,114.56,54.54,83,6,1.61,clear sky,0.0,0.0
561,Valdivia,CL,2020-04-19 20:01:54,-39.81,-73.25,62.6,67,90,6.93,overcast clouds,0.0,0.0
562,Kamina,CD,2020-04-19 20:01:55,-8.74,24.99,65.37,69,100,3.74,light rain,2.17,0.0
563,Suntar,RU,2020-04-19 20:01:55,62.14,117.63,13.03,95,5,3.71,clear sky,0.0,0.0
564,Bara,NG,2020-04-19 20:01:55,10.37,10.73,89.42,11,36,3.6,scattered clouds,0.0,0.0
565,Urumqi,CN,2020-04-19 20:01:56,43.8,87.6,57.2,41,7,4.47,clear sky,0.0,0.0
566,Manggar,ID,2020-04-19 20:01:56,-2.88,108.27,81.19,78,43,1.41,scattered clouds,0.0,0.0
567,Cedar City,US,2020-04-19 19:57:13,37.68,-113.06,68.0,34,75,10.29,broken clouds,0.0,0.0
568,Puerto Baquerizo Moreno,EC,2020-04-19 20:01:56,-0.9,-89.6,77.92,84,59,12.64,broken clouds,0.0,0.0
569,Shangrao,CN,2020-04-19 20:01:56,28.45,117.97,54.95,86,0,2.3,clear sky,0.0,0.0
570,Wuan,CN,2020-04-19 20:01:57,31.68,112.0,60.62,73,96,1.77,overcast clouds,0.0,0.0
571,Comal,US,2020-04-19 20:01:57,29.82,-98.3,90.0,30,0,10.0,clear sky,0.0,0.0
572,Colesberg,ZA,2020-04-19 20:01:57,-30.72,25.1,68.77,30,64,6.2,broken clouds,0.0,0.0
573,Buenaventura,CO,2020-04-19 20:01:57,3.88,-77.03,83.41,75,95,4.0,light rain,2.92,0.0
574,Thinadhoo,MV,2020-04-19 20:00:35,0.53,72.93,84.51,76,90,11.18,overcast clouds,0.0,0.0
575,Port Lincoln,AU,2020-04-19 20:01:58,-34.73,135.87,61.27,65,100,17.22,overcast clouds,0.0,0.0
576,Mpika,ZM,2020-04-19 20:01:59,-11.83,31.45,61.0,62,60,7.72,light rain,0.13,0.0
577,Xihe,CN,2020-04-19 20:01:59,31.69,113.47,54.5,77,34,1.05,scattered clouds,0.0,0.0
578,Sarangani,PH,2020-04-19 20:01:59,5.4,125.46,83.39,78,92,14.36,light rain,1.04,0.0
